ID;name;gender;age;gameExp;rankEstim1;avatarChoice;consentChoice;snakeLevel;excited1;upset1;scared1;hostile1;proud1;irritable1;alert1;ashamed1;nervous1;determined1;trial;score;oppScore;scoreDiff;win;close;oppName;oppRank;rankStart;rankEnd;appleChoice;rankChoice;excited2;upset2;scared2;hostile2;proud2;irritable2;alert2;ashamed2;nervous2;determined2;mot1;mot2;mot3;mot4;mot5;mot6;mot7;mot8;enjoyed;satisfied;fair;credible;rankEstim2
3;3;2;21;1;200;3;1;2;2;3;4;1;1;3;4;4;5;2;1;10;0;20;1;0;LEE;92;95;93;1;3;;;;;;;;;;;;;;;;;;;;;;;
3;3;2;21;1;200;3;1;2;2;3;4;1;1;3;4;4;5;2;2;8;11;-3;0;0;Shirley;4;98;95;1;4;;;;;;;;;;;;;;;;;;;;;;;
3;3;2;21;1;200;3;1;2;2;3;4;1;1;3;4;4;5;2;3;15;17;-2;0;1;karen77;132;100;97;1;4;;;;;;;;;;;;;;;;;;;;;;;
3;3;2;21;1;200;3;1;2;2;3;4;1;1;3;4;4;5;2;4;14;12;3;1;0;Ed;10;92;90;3;3;;;;;;;;;;;;;;;;;;;;;;;
3;3;2;21;1;200;3;1;2;2;3;4;1;1;3;4;4;5;2;5;17;19;-2;0;1;emma;65;95;93;5;3;;;;;;;;;;;;;;;;;;;;;;;
3;3;2;21;1;200;3;1;2;2;3;4;1;1;3;4;4;5;2;6;17;23;9;0;0;Nate;24;98;96;5;3;;;;;;;;;;;;;;;;;;;;;;;
3;3;2;21;1;200;3;1;2;2;3;4;1;1;3;4;4;5;2;7;10;15;-7;0;0;taylor;118;101;96;5;5;;;;;;;;;;;;;;;;;;;;;;;
3;3;2;21;1;200;3;1;2;2;3;4;1;1;3;4;4;5;2;8;14;13;1;1;1;BRAD;104;91;86;5;5;;;;;;;;;;;;;;;;;;;;;;;
3;3;2;21;1;200;3;1;2;2;3;4;1;1;3;4;4;5;2;9;11;17;-9;0;0;anthonY;2;91;86;4;5;;;;;;;;;;;;;;;;;;;;;;;
3;3;2;21;1;200;3;1;2;2;3;4;1;1;3;4;4;5;2;10;17;14;5;1;0;linda;54;81;76;5;5;;;;;;;;;;;;;;;;;;;;;;;
3;3;2;21;1;200;3;1;2;2;3;4;1;1;3;4;4;5;2;11;10;12;1;0;1;Vivian;189;81;76;5;5;;;;;;;;;;;;;;;;;;;;;;;
3;3;2;21;1;200;3;1;2;2;3;4;1;1;3;4;4;5;2;12;16;18;1;0;1;mona;98;81;76;5;5;;;;;;;;;;;;;;;;;;;;;;;
3;3;2;21;1;200;3;1;2;2;3;4;1;1;3;4;4;5;2;13;16;15;0;1;1;George;87;71;66;5;5;;;;;;;;;;;;;;;;;;;;;;;
3;3;2;21;1;200;3;1;2;2;3;4;1;1;3;4;4;5;2;14;17;27;17;0;0;matt;196;71;66;5;5;;;;;;;;;;;;;;;;;;;;;;;
3;3;2;21;1;200;3;1;2;2;3;4;1;1;3;4;4;5;2;15;14;11;5;1;0;Carrie;7;61;56;5;5;;;;;;;;;;;;;;;;;;;;;;;
3;3;2;21;1;200;3;1;2;2;3;4;1;1;3;4;4;5;2;16;17;19;1;0;1;ScoTT;80;61;56;5;5;;;;;;;;;;;;;;;;;;;;;;;
3;3;2;21;1;200;3;1;2;2;3;4;1;1;3;4;4;5;2;17;17;20;-4;0;0;kev88;46;61;56;5;5;;;;;;;;;;;;;;;;;;;;;;;
3;3;2;21;1;200;3;1;2;2;3;4;1;1;3;4;4;5;2;18;16;18;2;0;1;Janice1;114;61;56;5;5;;;;;;;;;;;;;;;;;;;;;;;
3;3;2;21;1;200;3;1;2;2;3;4;1;1;3;4;4;5;2;19;12;2;18;1;0;rebecca;127;51;46;5;5;;;;;;;;;;;;;;;;;;;;;;;
3;3;2;21;1;200;3;1;2;2;3;4;1;1;3;4;4;5;2;20;18;24;-9;0;0;STEVE;43;51;46;5;5;;;;;;;;;;;;;;;;;;;;;;;
3;3;2;21;1;200;3;1;2;2;3;4;1;1;3;4;4;5;2;21;17;15;2;1;1;larry;189;41;36;5;5;;;;;;;;;;;;;;;;;;;;;;;
3;3;2;21;1;200;3;1;2;2;3;4;1;1;3;4;4;5;2;22;16;19;-3;0;0;Pam;58;41;36;5;5;;;;;;;;;;;;;;;;;;;;;;;
3;3;2;21;1;200;3;1;2;2;3;4;1;1;3;4;4;5;2;23;15;17;1;0;1;kim;192;41;36;5;5;;;;;;;;;;;;;;;;;;;;;;;
3;3;2;21;1;200;3;1;2;2;3;4;1;1;3;4;4;5;2;24;18;24;-9;0;0;branD;185;41;36;5;5;2;4;1;1;1;4;1;3;2;2;4;3;2;3;4;1;4;4;3;2;5;1;10
