ID;name;gender;age;gameExp;rankEstim1;avatarChoice;consentChoice;snakeLevel;excited1;upset1;scared1;hostile1;proud1;irritable1;alert1;ashamed1;nervous1;determined1;trial;score;oppScore;scoreDiff;win;close;oppName;oppRank;rankStart;rankEnd;appleChoice;rankChoice;excited2;upset2;scared2;hostile2;proud2;irritable2;alert2;ashamed2;nervous2;determined2;mot1;mot2;mot3;mot4;mot5;mot6;mot7;mot8;enjoyed;satisfied;fair;credible;rankEstim2
57;57;2;19;1;61;1;1;2;2;1;2;1;1;1;3;1;3;3;1;6;0;20;1;0;LEE;92;95;95;4;1;;;;;;;;;;;;;;;;;;;;;;;
57;57;2;19;1;61;1;1;2;2;1;2;1;1;1;3;1;3;3;2;13;16;-3;0;0;Shirley;4;100;100;4;1;;;;;;;;;;;;;;;;;;;;;;;
57;57;2;19;1;61;1;1;2;2;1;2;1;1;1;3;1;3;3;3;12;14;-2;0;1;karen77;132;105;105;5;1;;;;;;;;;;;;;;;;;;;;;;;
57;57;2;19;1;61;1;1;2;2;1;2;1;1;1;3;1;3;3;4;18;16;3;1;0;Ed;10;100;100;5;1;;;;;;;;;;;;;;;;;;;;;;;
57;57;2;19;1;61;1;1;2;2;1;2;1;1;1;3;1;3;3;5;9;11;-2;0;1;emma;65;105;105;5;1;;;;;;;;;;;;;;;;;;;;;;;
57;57;2;19;1;61;1;1;2;2;1;2;1;1;1;3;1;3;3;6;11;17;9;0;0;Nate;24;110;110;5;1;;;;;;;;;;;;;;;;;;;;;;;
57;57;2;19;1;61;1;1;2;2;1;2;1;1;1;3;1;3;3;7;12;17;-7;0;0;taylor;118;115;115;5;1;;;;;;;;;;;;;;;;;;;;;;;
57;57;2;19;1;61;1;1;2;2;1;2;1;1;1;3;1;3;3;8;13;12;1;1;1;BRAD;104;110;110;5;1;;;;;;;;;;;;;;;;;;;;;;;
57;57;2;19;1;61;1;1;2;2;1;2;1;1;1;3;1;3;3;9;14;20;-9;0;0;anthonY;2;115;115;5;1;;;;;;;;;;;;;;;;;;;;;;;
57;57;2;19;1;61;1;1;2;2;1;2;1;1;1;3;1;3;3;10;11;8;5;1;0;linda;54;110;110;5;1;;;;;;;;;;;;;;;;;;;;;;;
57;57;2;19;1;61;1;1;2;2;1;2;1;1;1;3;1;3;3;11;11;13;1;0;1;Vivian;189;115;115;5;1;;;;;;;;;;;;;;;;;;;;;;;
57;57;2;19;1;61;1;1;2;2;1;2;1;1;1;3;1;3;3;12;10;12;1;0;1;mona;98;120;120;5;1;;;;;;;;;;;;;;;;;;;;;;;
57;57;2;19;1;61;1;1;2;2;1;2;1;1;1;3;1;3;3;13;14;13;0;1;1;George;87;115;115;5;1;;;;;;;;;;;;;;;;;;;;;;;
57;57;2;19;1;61;1;1;2;2;1;2;1;1;1;3;1;3;3;14;13;23;17;0;0;matt;196;120;120;5;1;;;;;;;;;;;;;;;;;;;;;;;
57;57;2;19;1;61;1;1;2;2;1;2;1;1;1;3;1;3;3;15;12;9;5;1;0;Carrie;7;115;115;5;1;;;;;;;;;;;;;;;;;;;;;;;
57;57;2;19;1;61;1;1;2;2;1;2;1;1;1;3;1;3;3;16;10;12;1;0;1;ScoTT;80;120;120;5;1;;;;;;;;;;;;;;;;;;;;;;;
57;57;2;19;1;61;1;1;2;2;1;2;1;1;1;3;1;3;3;17;16;19;-4;0;0;kev88;46;125;125;5;1;;;;;;;;;;;;;;;;;;;;;;;
57;57;2;19;1;61;1;1;2;2;1;2;1;1;1;3;1;3;3;18;17;19;2;0;1;Janice1;114;130;130;5;1;;;;;;;;;;;;;;;;;;;;;;;
57;57;2;19;1;61;1;1;2;2;1;2;1;1;1;3;1;3;3;19;11;1;18;1;0;rebecca;127;125;125;5;1;;;;;;;;;;;;;;;;;;;;;;;
57;57;2;19;1;61;1;1;2;2;1;2;1;1;1;3;1;3;3;20;13;19;-9;0;0;STEVE;43;130;130;5;1;;;;;;;;;;;;;;;;;;;;;;;
57;57;2;19;1;61;1;1;2;2;1;2;1;1;1;3;1;3;3;21;14;12;2;1;1;larry;189;125;125;5;1;;;;;;;;;;;;;;;;;;;;;;;
57;57;2;19;1;61;1;1;2;2;1;2;1;1;1;3;1;3;3;22;8;11;-3;0;0;Pam;58;130;130;5;1;;;;;;;;;;;;;;;;;;;;;;;
57;57;2;19;1;61;1;1;2;2;1;2;1;1;1;3;1;3;3;23;11;13;1;0;1;kim;192;135;135;5;1;;;;;;;;;;;;;;;;;;;;;;;
57;57;2;19;1;61;1;1;2;2;1;2;1;1;1;3;1;3;3;24;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
