"ID";name;gender;age;gameExp;rankEstim1;avatarChoice;consentChoice;snakeLevel;excited1;upset1;scared1;hostile1;proud1;irritable1;alert1;ashamed1;nervous1;determined1;trial;score;oppScore;scoreDiff;win;close;oppName;oppRank;rankStart;rankEnd;appleChoice;rankChoice;excited2;upset2;scared2;hostile2;proud2;irritable2;alert2;ashamed2;nervous2;determined2;mot1;mot2;mot3;mot4;mot5;mot6;mot7;mot8;enjoyed;satisfied;fair;credible;rankEstim2
50239169;Chenxi Yin;2;20;1;200;3;1;1;4;4;2;3;1;2;4;1;5;3;1;8;0;20;1;0;LEE;92;95;93;3;3
50239169;Chenxi Yin;2;20;1;200;3;1;1;4;4;2;3;1;2;4;1;5;3;2;11;14;-3;0;0;Shirley;4;98;97;3;2
50239169;Chenxi Yin;2;20;1;200;3;1;1;4;4;2;3;1;2;4;1;5;3;3;9;11;-2;0;1;karen77;132;102;102;1;1
50239169;Chenxi Yin;2;20;1;200;3;1;1;4;4;2;3;1;2;4;1;5;3;4;11;9;3;1;0;Ed;10;97;95;1;3
50239169;Chenxi Yin;2;20;1;200;3;1;1;4;4;2;3;1;2;4;1;5;3;5;9;11;-2;0;1;emma;65;100;98;1;3
50239169;Chenxi Yin;2;20;1;200;3;1;1;4;4;2;3;1;2;4;1;5;3;6;8;14;9;0;0;Nate;24;103;103;1;1
50239169;Chenxi Yin;2;20;1;200;3;1;1;4;4;2;3;1;2;4;1;5;3;7;7;12;-7;0;0;taylor;118;108;108;1;1
50239169;Chenxi Yin;2;20;1;200;3;1;1;4;4;2;3;1;2;4;1;5;3;8;11;10;1;1;1;BRAD;104;103;101;1;3
50239169;Chenxi Yin;2;20;1;200;3;1;1;4;4;2;3;1;2;4;1;5;3;9;10;16;-9;0;0;anthonY;2;106;106;1;1
50239169;Chenxi Yin;2;20;1;200;3;1;1;4;4;2;3;1;2;4;1;5;3;10;10;7;5;1;0;linda;54;101;101;1;1
50239169;Chenxi Yin;2;20;1;200;3;1;1;4;4;2;3;1;2;4;1;5;3;11;7;9;1;0;1;Vivian;189;106;106;1;1
50239169;Chenxi Yin;2;20;1;200;3;1;1;4;4;2;3;1;2;4;1;5;3;12;11;13;1;0;1;mona;98;111;111;1;1
50239169;Chenxi Yin;2;20;1;200;3;1;1;4;4;2;3;1;2;4;1;5;3;13;11;10;0;1;1;George;87;106;106;1;1
50239169;Chenxi Yin;2;20;1;200;3;1;1;4;4;2;3;1;2;4;1;5;3;14;9;19;17;0;0;matt;196;111;111;1;1
50239169;Chenxi Yin;2;20;1;200;3;1;1;4;4;2;3;1;2;4;1;5;3;15;9;6;5;1;0;Carrie;7;106;106;1;1
50239169;Chenxi Yin;2;20;1;200;3;1;1;4;4;2;3;1;2;4;1;5;3;16;10;12;1;0;1;ScoTT;80;111;111;1;1
50239169;Chenxi Yin;2;20;1;200;3;1;1;4;4;2;3;1;2;4;1;5;3;17;14;17;-4;0;0;kev88;46;116;116;1;1
50239169;Chenxi Yin;2;20;1;200;3;1;1;4;4;2;3;1;2;4;1;5;3;18;9;11;2;0;1;Janice1;114;121;121;1;1
50239169;Chenxi Yin;2;20;1;200;3;1;1;4;4;2;3;1;2;4;1;5;3;19;7;0;18;1;0;rebecca;127;116;116;1;1
50239169;Chenxi Yin;2;20;1;200;3;1;1;4;4;2;3;1;2;4;1;5;3;20;15;21;-9;0;0;STEVE;43;121;121;1;1
50239169;Chenxi Yin;2;20;1;200;3;1;1;4;4;2;3;1;2;4;1;5;3;21;16;14;2;1;1;larry;189;116;116;1;1
50239169;Chenxi Yin;2;20;1;200;3;1;1;4;4;2;3;1;2;4;1;5;3;22;10;13;-3;0;0;Pam;58;121;121;1;1
50239169;Chenxi Yin;2;20;1;200;3;1;1;4;4;2;3;1;2;4;1;5;3;23;11;13;1;0;1;kim;192;126;126;1;1
50239169;Chenxi Yin;2;20;1;200;3;1;1;4;4;2;3;1;2;4;1;5;3;24;14;20;-9;0;0;branD;185;131;131;1;1;2;5;3;3;1;3;4;4;2;3;4;4;4;4;3;2;4;4;9;5;8;8;50
