"ID";name;gender;age;gameExp;rankEstim1;avatarChoice;consentChoice;snakeLevel;excited1;upset1;scared1;hostile1;proud1;irritable1;alert1;ashamed1;nervous1;determined1;trial;score;oppScore;scoreDiff;win;close;oppName;oppRank;rankStart;rankEnd;appleChoice;rankChoice;excited2;upset2;scared2;hostile2;proud2;irritable2;alert2;ashamed2;nervous2;determined2;mot1;mot2;mot3;mot4;mot5;mot6;mot7;mot8;enjoyed;satisfied;fair;credible;rankEstim2
54;54;2;21;2;100;1;1;2;1;3;4;1;2;3;4;1;4;2;1;9;0;20;1;0;LEE;92;95;95;1;1
54;54;2;21;2;100;1;1;2;1;3;4;1;2;3;4;1;4;2;2;13;16;-3;0;0;Shirley;4;100;100;1;1
54;54;2;21;2;100;1;1;2;1;3;4;1;2;3;4;1;4;2;3;13;15;-2;0;1;karen77;132;105;105;1;1
54;54;2;21;2;100;1;1;2;1;3;4;1;2;3;4;1;4;2;4;17;15;3;1;0;Ed;10;100;100;1;1
54;54;2;21;2;100;1;1;2;1;3;4;1;2;3;4;1;4;2;5;8;10;-2;0;1;emma;65;105;105;1;1
54;54;2;21;2;100;1;1;2;1;3;4;1;2;3;4;1;4;2;6;14;20;9;0;0;Nate;24;110;110;1;1
54;54;2;21;2;100;1;1;2;1;3;4;1;2;3;4;1;4;2;7;6;11;-7;0;0;taylor;118;115;115;1;1
54;54;2;21;2;100;1;1;2;1;3;4;1;2;3;4;1;4;2;8;12;11;1;1;1;BRAD;104;110;110;1;1
54;54;2;21;2;100;1;1;2;1;3;4;1;2;3;4;1;4;2;9;6;12;-9;0;0;anthonY;2;115;115;1;1
54;54;2;21;2;100;1;1;2;1;3;4;1;2;3;4;1;4;2;10;12;9;5;1;0;linda;54;110;110;1;1
54;54;2;21;2;100;1;1;2;1;3;4;1;2;3;4;1;4;2;11;5;7;1;0;1;Vivian;189;115;115;1;1
54;54;2;21;2;100;1;1;2;1;3;4;1;2;3;4;1;4;2;12;11;13;1;0;1;mona;98;120;120;1;1
54;54;2;21;2;100;1;1;2;1;3;4;1;2;3;4;1;4;2;13;15;14;0;1;1;George;87;115;115;1;1
54;54;2;21;2;100;1;1;2;1;3;4;1;2;3;4;1;4;2;14;9;19;17;0;0;matt;196;120;120;1;1
54;54;2;21;2;100;1;1;2;1;3;4;1;2;3;4;1;4;2;15;9;6;5;1;0;Carrie;7;115;115;1;1
54;54;2;21;2;100;1;1;2;1;3;4;1;2;3;4;1;4;2;16;6;8;1;0;1;ScoTT;80;120;120;1;1
54;54;2;21;2;100;1;1;2;1;3;4;1;2;3;4;1;4;2;17;10;13;-4;0;0;kev88;46;125;125;1;1
54;54;2;21;2;100;1;1;2;1;3;4;1;2;3;4;1;4;2;18;7;9;2;0;1;Janice1;114;130;130;1;1
54;54;2;21;2;100;1;1;2;1;3;4;1;2;3;4;1;4;2;19;11;1;18;1;0;rebecca;127;125;125;1;1
54;54;2;21;2;100;1;1;2;1;3;4;1;2;3;4;1;4;2;20;8;14;-9;0;0;STEVE;43;130;130;1;1
54;54;2;21;2;100;1;1;2;1;3;4;1;2;3;4;1;4;2;21;12;10;2;1;1;larry;189;125;125;1;1
54;54;2;21;2;100;1;1;2;1;3;4;1;2;3;4;1;4;2;22;11;14;-3;0;0;Pam;58;130;130;1;1
54;54;2;21;2;100;1;1;2;1;3;4;1;2;3;4;1;4;2;23;16;18;1;0;1;kim;192;135;135;1;1
54;54;2;21;2;100;1;1;2;1;3;4;1;2;3;4;1;4;2;24;12;18;-9;0;0;branD;185;140;140;1;1;2;1;1;1;2;3;3;1;4;1;4;4;3;3;2;1;4;2;3;0;6;2;140
