"ID";name;gender;age;gameExp;rankEstim1;avatarChoice;consentChoice;snakeLevel;excited1;upset1;scared1;hostile1;proud1;irritable1;alert1;ashamed1;nervous1;determined1;trial;score;oppScore;scoreDiff;win;close;oppName;oppRank;rankStart;rankEnd;appleChoice;rankChoice;excited2;upset2;scared2;hostile2;proud2;irritable2;alert2;ashamed2;nervous2;determined2;mot1;mot2;mot3;mot4;mot5;mot6;mot7;mot8;enjoyed;satisfied;fair;credible;rankEstim2
67;67;2;18;1;200;3;1;1;2;2;2;2;2;1;2;1;1;2;1;8;0;20;1;0;LEE;92;95;95;5;1
67;67;2;18;1;200;3;1;1;2;2;2;2;2;1;2;1;1;2;2;9;12;-3;0;0;Shirley;4;100;100;3;1
67;67;2;18;1;200;3;1;1;2;2;2;2;2;1;2;1;1;2;3;11;13;-2;0;1;karen77;132;105;105;5;1
67;67;2;18;1;200;3;1;1;2;2;2;2;2;1;2;1;1;2;4;11;9;3;1;0;Ed;10;100;100;5;1
67;67;2;18;1;200;3;1;1;2;2;2;2;2;1;2;1;1;2;5;10;12;-2;0;1;emma;65;105;105;5;1
67;67;2;18;1;200;3;1;1;2;2;2;2;2;1;2;1;1;2;6;8;14;9;0;0;Nate;24;110;110;5;1
67;67;2;18;1;200;3;1;1;2;2;2;2;2;1;2;1;1;2;7;11;16;-7;0;0;taylor;118;115;115;5;1
67;67;2;18;1;200;3;1;1;2;2;2;2;2;1;2;1;1;2;8;12;11;1;1;1;BRAD;104;110;110;1;1
67;67;2;18;1;200;3;1;1;2;2;2;2;2;1;2;1;1;2;9;11;17;-9;0;0;anthonY;2;115;110;5;5
67;67;2;18;1;200;3;1;1;2;2;2;2;2;1;2;1;1;2;10;15;12;5;1;0;linda;54;105;100;5;5
67;67;2;18;1;200;3;1;1;2;2;2;2;2;1;2;1;1;2;11;14;16;1;0;1;Vivian;189;105;100;5;5
67;67;2;18;1;200;3;1;1;2;2;2;2;2;1;2;1;1;2;12;13;15;1;0;1;mona;98;105;100;5;5
67;67;2;18;1;200;3;1;1;2;2;2;2;2;1;2;1;1;2;13;19;18;0;1;1;George;87;95;90;5;5
67;67;2;18;1;200;3;1;1;2;2;2;2;2;1;2;1;1;2;14;13;23;17;0;0;matt;196;95;90;5;5
67;67;2;18;1;200;3;1;1;2;2;2;2;2;1;2;1;1;2;15;20;17;5;1;0;Carrie;7;85;80;5;5
67;67;2;18;1;200;3;1;1;2;2;2;2;2;1;2;1;1;2;16;14;16;1;0;1;ScoTT;80;85;80;5;5
67;67;2;18;1;200;3;1;1;2;2;2;2;2;1;2;1;1;2;17;14;17;-4;0;0;kev88;46;85;80;5;5
67;67;2;18;1;200;3;1;1;2;2;2;2;2;1;2;1;1;2;18;18;20;2;0;1;Janice1;114;85;80;5;5
67;67;2;18;1;200;3;1;1;2;2;2;2;2;1;2;1;1;2;19;17;7;18;1;0;rebecca;127;75;70;5;5
67;67;2;18;1;200;3;1;1;2;2;2;2;2;1;2;1;1;2;20;14;20;-9;0;0;STEVE;43;75;70;5;5
67;67;2;18;1;200;3;1;1;2;2;2;2;2;1;2;1;1;2;21;15;13;2;1;1;larry;189;65;60;5;5
67;67;2;18;1;200;3;1;1;2;2;2;2;2;1;2;1;1;2;22;13;16;-3;0;0;Pam;58;65;60;5;5
67;67;2;18;1;200;3;1;1;2;2;2;2;2;1;2;1;1;2;23;15;17;1;0;1;kim;192;65;60;5;5
67;67;2;18;1;200;3;1;1;2;2;2;2;2;1;2;1;1;2;24;15;21;-9;0;0;branD;185;65;60;5;5;3;1;1;1;1;1;3;1;1;1;5;2;3;5;2;1;5;3;7;4;8;8;40
