ID;name;gender;age;gameExp;rankEstim1;avatarChoice;consentChoice;snakeLevel;excited1;upset1;scared1;hostile1;proud1;irritable1;alert1;ashamed1;nervous1;determined1;trial;score;oppScore;scoreDiff;win;close;oppName;oppRank;rankStart;rankEnd;appleChoice;rankChoice;excited2;upset2;scared2;hostile2;proud2;irritable2;alert2;ashamed2;nervous2;determined2;mot1;mot2;mot3;mot4;mot5;mot6;mot7;mot8;enjoyed;satisfied;fair;credible;rankEstim2
8;8;1;23;5;200;4;1;2;4;1;2;3;4;1;3;1;2;4;1;19;8;20;1;0;LEE;92;95;92;4;4;;;;;;;;;;;;;;;;;;;;;;;
8;8;1;23;5;200;4;1;2;4;1;2;3;4;1;3;1;2;4;2;16;19;-3;0;0;Shirley;4;97;97;1;1;;;;;;;;;;;;;;;;;;;;;;;
8;8;1;23;5;200;4;1;2;4;1;2;3;4;1;3;1;2;4;3;13;15;-2;0;1;karen77;132;102;97;1;5;;;;;;;;;;;;;;;;;;;;;;;
8;8;1;23;5;200;4;1;2;4;1;2;3;4;1;3;1;2;4;4;16;14;3;1;0;Ed;10;92;87;5;5;;;;;;;;;;;;;;;;;;;;;;;
8;8;1;23;5;200;4;1;2;4;1;2;3;4;1;3;1;2;4;5;19;21;-2;0;1;emma;65;92;92;3;1;;;;;;;;;;;;;;;;;;;;;;;
8;8;1;23;5;200;4;1;2;4;1;2;3;4;1;3;1;2;4;6;19;25;9;0;0;Nate;24;97;94;5;4;;;;;;;;;;;;;;;;;;;;;;;
8;8;1;23;5;200;4;1;2;4;1;2;3;4;1;3;1;2;4;7;22;27;-7;0;0;taylor;118;99;99;4;1;;;;;;;;;;;;;;;;;;;;;;;
8;8;1;23;5;200;4;1;2;4;1;2;3;4;1;3;1;2;4;8;21;20;1;1;1;BRAD;104;94;93;5;2;;;;;;;;;;;;;;;;;;;;;;;
8;8;1;23;5;200;4;1;2;4;1;2;3;4;1;3;1;2;4;9;21;27;-9;0;0;anthonY;2;98;96;5;3;;;;;;;;;;;;;;;;;;;;;;;
8;8;1;23;5;200;4;1;2;4;1;2;3;4;1;3;1;2;4;10;23;20;5;1;0;linda;54;91;89;5;3;;;;;;;;;;;;;;;;;;;;;;;
8;8;1;23;5;200;4;1;2;4;1;2;3;4;1;3;1;2;4;11;20;22;1;0;1;Vivian;189;94;92;5;3;;;;;;;;;;;;;;;;;;;;;;;
8;8;1;23;5;200;4;1;2;4;1;2;3;4;1;3;1;2;4;12;17;19;1;0;1;mona;98;97;95;5;3;;;;;;;;;;;;;;;;;;;;;;;
8;8;1;23;5;200;4;1;2;4;1;2;3;4;1;3;1;2;4;13;21;20;0;1;1;George;87;90;88;5;3;;;;;;;;;;;;;;;;;;;;;;;
8;8;1;23;5;200;4;1;2;4;1;2;3;4;1;3;1;2;4;14;18;28;17;0;0;matt;196;93;91;5;3;;;;;;;;;;;;;;;;;;;;;;;
8;8;1;23;5;200;4;1;2;4;1;2;3;4;1;3;1;2;4;15;21;18;5;1;0;Carrie;7;86;84;5;3;;;;;;;;;;;;;;;;;;;;;;;
8;8;1;23;5;200;4;1;2;4;1;2;3;4;1;3;1;2;4;16;18;20;1;0;1;ScoTT;80;89;87;5;3;;;;;;;;;;;;;;;;;;;;;;;
8;8;1;23;5;200;4;1;2;4;1;2;3;4;1;3;1;2;4;17;23;26;-4;0;0;kev88;46;92;90;5;3;;;;;;;;;;;;;;;;;;;;;;;
8;8;1;23;5;200;4;1;2;4;1;2;3;4;1;3;1;2;4;18;21;23;2;0;1;Janice1;114;95;93;5;3;;;;;;;;;;;;;;;;;;;;;;;
8;8;1;23;5;200;4;1;2;4;1;2;3;4;1;3;1;2;4;19;20;10;18;1;0;rebecca;127;88;86;5;3;;;;;;;;;;;;;;;;;;;;;;;
8;8;1;23;5;200;4;1;2;4;1;2;3;4;1;3;1;2;4;20;15;21;-9;0;0;STEVE;43;91;89;5;3;;;;;;;;;;;;;;;;;;;;;;;
8;8;1;23;5;200;4;1;2;4;1;2;3;4;1;3;1;2;4;21;25;23;2;1;1;larry;189;84;82;5;3;;;;;;;;;;;;;;;;;;;;;;;
8;8;1;23;5;200;4;1;2;4;1;2;3;4;1;3;1;2;4;22;14;17;-3;0;0;Pam;58;87;85;5;3;;;;;;;;;;;;;;;;;;;;;;;
8;8;1;23;5;200;4;1;2;4;1;2;3;4;1;3;1;2;4;23;26;28;1;0;1;kim;192;90;88;5;3;;;;;;;;;;;;;;;;;;;;;;;
8;8;1;23;5;200;4;1;2;4;1;2;3;4;1;3;1;2;4;24;23;29;-9;0;0;branD;185;93;91;5;3;2;3;1;2;3;3;1;1;1;3;5;1;5;5;5;1;4;5;2;6;2;0;25
