"ID";name;gender;age;gameExp;rankEstim1;avatarChoice;consentChoice;snakeLevel;excited1;upset1;scared1;hostile1;proud1;irritable1;alert1;ashamed1;nervous1;determined1;trial;score;oppScore;scoreDiff;win;close;oppName;oppRank;rankStart;rankEnd;appleChoice;rankChoice;excited2;upset2;scared2;hostile2;proud2;irritable2;alert2;ashamed2;nervous2;determined2;mot1;mot2;mot3;mot4;mot5;mot6;mot7;mot8;enjoyed;satisfied;fair;credible;rankEstim2
16;16;1;23;1;200;1;1;2;3;1;1;1;1;1;4;1;1;4;1;15;4;20;1;0;LEE;92;95;95;4;1
16;16;1;23;1;200;1;1;2;3;1;1;1;1;1;4;1;1;4;2;18;21;-3;0;0;Shirley;4;100;98;4;3
16;16;1;23;1;200;1;1;2;3;1;1;1;1;1;4;1;1;4;3;15;17;-2;0;1;karen77;132;103;103;4;1
16;16;1;23;1;200;1;1;2;3;1;1;1;1;1;4;1;1;4;4;25;23;3;1;0;Ed;10;98;98;5;1
16;16;1;23;1;200;1;1;2;3;1;1;1;1;1;4;1;1;4;5;12;14;-2;0;1;emma;65;103;98;3;5
16;16;1;23;1;200;1;1;2;3;1;1;1;1;1;4;1;1;4;6;10;16;9;0;0;Nate;24;103;103;5;1
16;16;1;23;1;200;1;1;2;3;1;1;1;1;1;4;1;1;4;7;19;24;-7;0;0;taylor;118;108;103;5;5
16;16;1;23;1;200;1;1;2;3;1;1;1;1;1;4;1;1;4;8;13;12;1;1;1;BRAD;104;98;98;1;1
16;16;1;23;1;200;1;1;2;3;1;1;1;1;1;4;1;1;4;9;13;19;-9;0;0;anthonY;2;103;98;1;5
16;16;1;23;1;200;1;1;2;3;1;1;1;1;1;4;1;1;4;10;16;13;5;1;0;linda;54;93;88;3;5
16;16;1;23;1;200;1;1;2;3;1;1;1;1;1;4;1;1;4;11;18;20;1;0;1;Vivian;189;93;93;3;1
16;16;1;23;1;200;1;1;2;3;1;1;1;1;1;4;1;1;4;12;15;17;1;0;1;mona;98;98;98;2;1
16;16;1;23;1;200;1;1;2;3;1;1;1;1;1;4;1;1;4;13;20;19;0;1;1;George;87;93;93;1;1
16;16;1;23;1;200;1;1;2;3;1;1;1;1;1;4;1;1;4;14;19;29;17;0;0;matt;196;98;93;2;5
16;16;1;23;1;200;1;1;2;3;1;1;1;1;1;4;1;1;4;15;9;6;5;1;0;Carrie;7;88;88;1;1
16;16;1;23;1;200;1;1;2;3;1;1;1;1;1;4;1;1;4;16;17;19;1;0;1;ScoTT;80;93;93;4;1
16;16;1;23;1;200;1;1;2;3;1;1;1;1;1;4;1;1;4;17;17;20;-4;0;0;kev88;46;98;93;5;5
16;16;1;23;1;200;1;1;2;3;1;1;1;1;1;4;1;1;4;18;12;14;2;0;1;Janice1;114;98;98;1;1
16;16;1;23;1;200;1;1;2;3;1;1;1;1;1;4;1;1;4;19;20;10;18;1;0;rebecca;127;93;93;5;1
16;16;1;23;1;200;1;1;2;3;1;1;1;1;1;4;1;1;4;20;14;20;-9;0;0;STEVE;43;98;93;1;5
16;16;1;23;1;200;1;1;2;3;1;1;1;1;1;4;1;1;4;21;20;18;2;1;1;larry;189;88;88;5;1
16;16;1;23;1;200;1;1;2;3;1;1;1;1;1;4;1;1;4;22;20;23;-3;0;0;Pam;58;93;88;5;5
16;16;1;23;1;200;1;1;2;3;1;1;1;1;1;4;1;1;4;23;18;20;1;0;1;kim;192;93;88;4;5
16;16;1;23;1;200;1;1;2;3;1;1;1;1;1;4;1;1;4;24;22;28;-9;0;0;branD;185;93;93;5;1;2;2;1;1;1;1;2;1;1;4;4;1;5;5;3;1;4;5;6;6;6;0;81
